#############################################################################
6.380E-02 ###   Fri, 02 Jul 2021 16:33:44 +0000
#############################################################################

####TIME#############LOG#####################################################
1.291E-01 ###   Script: /cloud/Code/python/eampa/eampa.py
1.949E-01 ###   Loaded: input.in
#############################################
  Read Input
  Time: 2.008E-01
#############################################
2.070E-01 ###   fit
2.135E-01 ###   a0: 5.0
2.135E-01 ###   b0: 1.0
2.135E-01 ###   bp: 100.0
2.135E-01 ###   config: 0.0001
2.135E-01 ###   e: 1.0
2.135E-01 ###   e0: 25.0
2.135E-01 ###   ec: 1.0
2.135E-01 ###   energy: 20.0
2.135E-01 ###   force: 1.0
2.135E-01 ###   g: 1.0
2.135E-01 ###   negec: 1000.0
2.135E-01 ###   stress: 1.0
2.135E-01 ###   v: 1.0
2.135E-01 ###   
2.352E-01 ###   max: 100.0
2.352E-01 ###   min: 0.1
2.352E-01 ###   scale_exponent: 4.0
2.352E-01 ###   scale_factor: 10.0
2.352E-01 ###   zero_density_factor: 100000000.0
2.352E-01 ###   
2.421E-01 ###   pot_dir: None
2.421E-01 ###   pot_name: None
2.421E-01 ###   results_dir: results
2.421E-01 ###   
2.487E-01 ###   bp_file: bp.dat
2.487E-01 ###   dir: bp
2.487E-01 ###   ec_size: 6
2.487E-01 ###   ec_strain: 0.05
2.487E-01 ###   eos_size: 6
2.487E-01 ###   eos_strain: 0.1
2.487E-01 ###   
2.858E-01 ###   
2.910E-01 ###   1: {'label_id': 1, 'label_text': 'AL', 'atom_count': 32, 'relaxed_energy': -1264.06398979, 'relaxed_energy_unit': 'Ry', 'coh_energy': -3.36, 'coh_energy_unit': 'eV', 'calc_relaxed_dft_ev': -537.454181036, 'calc_coh_ev': -3.36, 'calc_apaev': 534.094181036}
2.910E-01 ###   2: {'label_id': 2, 'label_text': 'FE', 'atom_count': 16, 'relaxed_energy': -5268.188, 'relaxed_energy_unit': 'Ry', 'coh_energy': -4.316, 'coh_energy_unit': 'eV', 'calc_relaxed_dft_ev': -4479.851795407, 'calc_coh_ev': -4.316, 'calc_apaev': 4475.5357954070005}
2.910E-01 ###   3: {'label_id': 3, 'label_text': 'PD', 'atom_count': 32, 'relaxed_energy': -16384.958, 'relaxed_energy_unit': 'Ry', 'coh_energy': -3.91, 'coh_energy_unit': 'eV', 'calc_relaxed_dft_ev': -6966.549363269, 'calc_coh_ev': -3.91, 'calc_apaev': 6962.639363269001}
2.910E-01 ###   
#############################################
  Setup Directories
  Time: 2.969E-01
#############################################
3.230E-01 ###   WD: wd/wd
#############################################
  Memory
  Time: 3.328E-01
#############################################
3.386E-01 ###   EFS 2000000000.0
3.198E+00 ###   std  configs/ec_5_005.out
3.212E+00 ###   std  configs/ec_2_007.out
3.241E+00 ###   std  configs/ec_6_007.out
3.264E+00 ###   std  configs/ec_3_006.out
3.278E+00 ###   std  configs/ec_7_006.out
3.298E+00 ###   std  configs/ec_7_001.out
3.342E+00 ###   std  configs/ec_3_001.out
3.371E+00 ###   std  configs/ec_4_003.out
3.420E+00 ###   std  configs/config_0002.out
3.451E+00 ###   std  configs/ec_8_004.out
3.465E+00 ###   std  configs/config_0005.out
3.513E+00 ###   std  configs/ec_8_003.out
3.524E+00 ###   std  configs/ec_4_004.out
3.558E+00 ###   std  configs/ec_6_001.out
3.617E+00 ###   std  configs/ec_2_001.out
3.634E+00 ###   std  configs/ec_2_006.out
3.660E+00 ###   std  configs/ec_6_006.out
3.701E+00 ###   std  configs/eos_004.out
3.714E+00 ###   std  configs/ec_9_003.out
3.734E+00 ###   std  configs/ec_1_004.out
3.751E+00 ###   std  configs/ec_5_004.out
3.779E+00 ###   std  configs/ec_5_003.out
3.843E+00 ###   std  configs/eos_003.out
3.924E+00 ###   std  configs/ec_9_004.out
3.985E+00 ###   std  configs/ec_1_003.out
3.997E+00 ###   std  configs/config_0004.out
4.025E+00 ###   std  configs/ec_8_002.out
4.056E+00 ###   std  configs/ec_4_005.out
4.165E+00 ###   std  configs/ec_4_002.out
4.191E+00 ###   std  configs/config_0003.out
4.204E+00 ###   std  configs/ec_8_005.out
####TIME#############LOG#####################################################
4.276E+00 ###   std  configs/ec_3_007.out
4.289E+00 ###   std  configs/ec_7_007.out
#############################################
  Potential Fit
  Time: 4.911E+00
#############################################
6.208E+00 ###   BP Allocated Memory
6.208E+00 ###   
6.215E+00 ###   2GB
6.215E+00 ###   
6.222E+00 ###   255102 3061224 25510204
6.222E+00 ###   
7.448E+00 ###   Best rss: None (since last: 1)
9.809E+00 ###   Best rss: None (since last: 1)
1.154E+01 ###   Best rss: None (since last: 1)
1.323E+01 ###   Best rss: None (since last: 1)
1.491E+01 ###   Best rss: None (since last: 1)
1.657E+01 ###   Best rss: None (since last: 1)
1.823E+01 ###   Best rss: None (since last: 1)
1.995E+01 ###   Best rss: None (since last: 1)
2.171E+01 ###   Best rss: None (since last: 1)
2.345E+01 ###   Best rss: None (since last: 1)
2.558E+01 ###   Best rss: None (since last: 1)
2.762E+01 ###   Best rss: None (since last: 1)
2.931E+01 ###   Best rss: None (since last: 1)
3.133E+01 ###   Best rss: None (since last: 1)
3.305E+01 ###   Best rss: None (since last: 1)
3.506E+01 ###   Best rss: None (since last: 1)
3.674E+01 ###   Best rss: None (since last: 1)
3.846E+01 ###   Best rss: None (since last: 1)
4.018E+01 ###   Best rss: None (since last: 1)
4.186E+01 ###   Best rss: None (since last: 1)
4.353E+01 ###   Best rss: None (since last: 1)
4.521E+01 ###   Best rss: None (since last: 1)
4.690E+01 ###   Best rss: None (since last: 1)
4.882E+01 ###   Best rss: None (since last: 1)
5.075E+01 ###   Best rss: None (since last: 1)
5.240E+01 ###   Best rss: None (since last: 1)
5.410E+01 ###   Best rss: None (since last: 1)
5.579E+01 ###   Best rss: None (since last: 1)
5.749E+01 ###   Best rss: None (since last: 1)
5.917E+01 ###   Best rss: None (since last: 1)
6.085E+01 ###   Best rss: None (since last: 1)
6.251E+01 ###   Best rss: None (since last: 1)
6.419E+01 ###   Best rss: None (since last: 1)
6.586E+01 ###   Best rss: None (since last: 1)
6.759E+01 ###   Best rss: None (since last: 1)
6.928E+01 ###   Best rss: None (since last: 1)
7.098E+01 ###   Best rss: None (since last: 1)
7.264E+01 ###   Best rss: None (since last: 1)
7.430E+01 ###   Best rss: None (since last: 1)
7.598E+01 ###   Best rss: None (since last: 1)
7.768E+01 ###   Best rss: None (since last: 1)
7.968E+01 ###   Best rss: None (since last: 1)
8.163E+01 ###   Best rss: None (since last: 1)
8.331E+01 ###   Best rss: None (since last: 1)
8.498E+01 ###   Best rss: None (since last: 1)
8.667E+01 ###   Best rss: None (since last: 1)
8.841E+01 ###   Best rss: None (since last: 1)
9.014E+01 ###   Best rss: None (since last: 1)
9.187E+01 ###   Best rss: None (since last: 1)
9.358E+01 ###   Best rss: None (since last: 1)
9.526E+01 ###   Best rss: None (since last: 1)
9.692E+01 ###   Best rss: None (since last: 1)
9.860E+01 ###   Best rss: None (since last: 1)
1.003E+02 ###   Best rss: None (since last: 1)
1.020E+02 ###   Best rss: None (since last: 1)
1.039E+02 ###   Best rss: None (since last: 1)
1.058E+02 ###   Best rss: None (since last: 1)
1.075E+02 ###   Best rss: None (since last: 1)
1.091E+02 ###   Best rss: None (since last: 1)
1.109E+02 ###   Best rss: None (since last: 1)
1.126E+02 ###   Best rss: None (since last: 1)
1.142E+02 ###   Best rss: None (since last: 1)
1.159E+02 ###   Best rss: None (since last: 1)
1.176E+02 ###   Best rss: None (since last: 1)
1.193E+02 ###   Best rss: None (since last: 1)
1.212E+02 ###   Best rss: None (since last: 1)
1.232E+02 ###   Best rss: None (since last: 1)
1.249E+02 ###   Best rss: None (since last: 1)
1.266E+02 ###   Best rss: None (since last: 1)
1.282E+02 ###   Best rss: None (since last: 1)
1.299E+02 ###   Best rss: None (since last: 1)
1.316E+02 ###   Best rss: None (since last: 1)
1.333E+02 ###   Best rss: None (since last: 1)
1.352E+02 ###   Best rss: None (since last: 1)
1.372E+02 ###   Best rss: None (since last: 1)
1.389E+02 ###   Best rss: None (since last: 1)
1.406E+02 ###   Best rss: None (since last: 1)
1.422E+02 ###   Best rss: None (since last: 1)
1.439E+02 ###   Best rss: None (since last: 1)
1.456E+02 ###   Best rss: None (since last: 1)
1.473E+02 ###   Best rss: None (since last: 1)
1.490E+02 ###   Best rss: None (since last: 1)
1.507E+02 ###   Best rss: None (since last: 1)
1.527E+02 ###   Best rss: None (since last: 1)
1.547E+02 ###   Best rss: None (since last: 1)
1.564E+02 ###   Best rss: None (since last: 1)
1.581E+02 ###   Best rss: None (since last: 1)
1.598E+02 ###   Best rss: None (since last: 1)
1.615E+02 ###   Best rss: None (since last: 1)
1.632E+02 ###   Best rss: None (since last: 1)
1.649E+02 ###   Best rss: None (since last: 1)
1.668E+02 ###   Best rss: None (since last: 1)
1.688E+02 ###   Best rss: None (since last: 1)
1.705E+02 ###   Best rss: None (since last: 1)
1.722E+02 ###   Best rss: None (since last: 1)
####TIME#############LOG#####################################################
1.739E+02 ###   Best rss: None (since last: 1)
1.756E+02 ###   Best rss: None (since last: 1)
1.772E+02 ###   Best rss: None (since last: 1)
1.789E+02 ###   Best rss: None (since last: 1)
1.807E+02 ###   Best rss: None (since last: 1)
1.824E+02 ###   Best rss: None (since last: 1)
1.844E+02 ###   Best rss: None (since last: 1)
1.863E+02 ###   Best rss: None (since last: 1)
1.880E+02 ###   Best rss: None (since last: 1)
1.897E+02 ###   Best rss: None (since last: 1)
1.913E+02 ###   Best rss: None (since last: 1)
1.930E+02 ###   Best rss: None (since last: 1)
1.947E+02 ###   Best rss: None (since last: 1)
1.964E+02 ###   Best rss: None (since last: 1)
1.981E+02 ###   Best rss: None (since last: 1)
1.998E+02 ###   Best rss: None (since last: 1)
2.017E+02 ###   Best rss: None (since last: 1)
2.034E+02 ###   Best rss: None (since last: 1)
2.052E+02 ###   Best rss: None (since last: 1)
2.071E+02 ###   Best rss: None (since last: 1)
2.089E+02 ###   Best rss: None (since last: 1)
2.105E+02 ###   Best rss: None (since last: 1)
2.122E+02 ###   Best rss: None (since last: 1)
2.139E+02 ###   Best rss: None (since last: 1)
2.156E+02 ###   Best rss: None (since last: 1)
2.173E+02 ###   Best rss: None (since last: 1)
2.190E+02 ###   Best rss: None (since last: 1)
2.207E+02 ###   Best rss: None (since last: 1)
2.223E+02 ###   Best rss: None (since last: 1)
2.240E+02 ###   Best rss: None (since last: 1)
2.258E+02 ###   Best rss: None (since last: 1)
2.275E+02 ###   Best rss: None (since last: 1)
2.291E+02 ###   Best rss: None (since last: 1)
2.308E+02 ###   Best rss: None (since last: 1)
2.325E+02 ###   Best rss: None (since last: 1)
2.342E+02 ###   Best rss: None (since last: 1)
2.359E+02 ###   Best rss: None (since last: 1)
2.376E+02 ###   Best rss: None (since last: 1)
2.393E+02 ###   Best rss: None (since last: 1)
2.410E+02 ###   Best rss: None (since last: 1)
2.430E+02 ###   Best rss: None (since last: 1)
2.446E+02 ###   Best rss: None (since last: 1)
2.463E+02 ###   Best rss: None (since last: 1)
2.480E+02 ###   Best rss: None (since last: 1)
2.497E+02 ###   Best rss: None (since last: 1)
2.514E+02 ###   Best rss: None (since last: 1)
2.531E+02 ###   Best rss: None (since last: 1)
2.548E+02 ###   Best rss: None (since last: 1)
2.565E+02 ###   Best rss: None (since last: 1)
2.582E+02 ###   Best rss: None (since last: 1)
2.599E+02 ###   Best rss: None (since last: 1)
2.616E+02 ###   Best rss: None (since last: 1)
2.633E+02 ###   Best rss: None (since last: 1)
2.650E+02 ###   Best rss: None (since last: 1)
2.667E+02 ###   Best rss: None (since last: 1)
2.684E+02 ###   Best rss: None (since last: 1)
2.701E+02 ###   Best rss: None (since last: 1)
2.718E+02 ###   Best rss: None (since last: 1)
2.735E+02 ###   Best rss: None (since last: 1)
2.752E+02 ###   Best rss: None (since last: 1)
2.769E+02 ###   Best rss: None (since last: 1)
2.786E+02 ###   Best rss: None (since last: 1)
2.804E+02 ###   Best rss: None (since last: 1)
2.821E+02 ###   Best rss: None (since last: 1)
2.838E+02 ###   Best rss: None (since last: 1)
2.855E+02 ###   Best rss: None (since last: 1)
2.872E+02 ###   Best rss: None (since last: 1)
2.889E+02 ###   Best rss: None (since last: 1)
2.906E+02 ###   Best rss: None (since last: 1)
2.923E+02 ###   Best rss: None (since last: 1)
2.940E+02 ###   Best rss: None (since last: 1)
2.957E+02 ###   Best rss: None (since last: 1)
2.974E+02 ###   Best rss: None (since last: 1)
2.991E+02 ###   Best rss: None (since last: 1)
3.008E+02 ###   Best rss: None (since last: 1)
3.025E+02 ###   Best rss: None (since last: 1)
3.042E+02 ###   Best rss: None (since last: 1)
3.059E+02 ###   Best rss: None (since last: 1)
3.076E+02 ###   Best rss: None (since last: 1)
3.092E+02 ###   Best rss: None (since last: 1)
3.110E+02 ###   Best rss: None (since last: 1)
3.127E+02 ###   Best rss: None (since last: 1)
3.144E+02 ###   Best rss: None (since last: 1)
3.161E+02 ###   Best rss: None (since last: 1)
3.178E+02 ###   Best rss: None (since last: 1)
3.195E+02 ###   Best rss: None (since last: 1)
3.213E+02 ###   Best rss: None (since last: 1)
3.230E+02 ###   Best rss: None (since last: 1)
3.250E+02 ###   Best rss: None (since last: 1)
3.267E+02 ###   Best rss: None (since last: 1)
3.284E+02 ###   Best rss: None (since last: 1)
3.301E+02 ###   Best rss: None (since last: 1)
3.318E+02 ###   Best rss: None (since last: 1)
3.336E+02 ###   Best rss: None (since last: 1)
3.356E+02 ###   Best rss: None (since last: 1)
3.373E+02 ###   Best rss: None (since last: 1)
3.390E+02 ###   Best rss: None (since last: 1)
3.407E+02 ###   Best rss: None (since last: 1)
3.424E+02 ###   Best rss: None (since last: 1)
3.442E+02 ###   Best rss: None (since last: 1)
####TIME#############LOG#####################################################
3.459E+02 ###   Best rss: None (since last: 1)
3.476E+02 ###   Best rss: None (since last: 1)
3.493E+02 ###   Best rss: None (since last: 1)
3.510E+02 ###   Best rss: None (since last: 1)
3.526E+02 ###   Best rss: None (since last: 1)
3.543E+02 ###   Best rss: None (since last: 1)
3.564E+02 ###   Best rss: None (since last: 1)
3.583E+02 ###   Best rss: None (since last: 1)
3.600E+02 ###   Best rss: None (since last: 1)
3.617E+02 ###   Best rss: None (since last: 1)
3.634E+02 ###   Best rss: None (since last: 1)
3.651E+02 ###   Best rss: None (since last: 1)
3.668E+02 ###   Best rss: None (since last: 1)
3.685E+02 ###   Best rss: None (since last: 1)
3.702E+02 ###   Best rss: None (since last: 1)
3.720E+02 ###   Best rss: None (since last: 1)
3.737E+02 ###   Best rss: None (since last: 1)
3.753E+02 ###   Best rss: None (since last: 1)
3.770E+02 ###   Best rss: None (since last: 1)
3.787E+02 ###   Best rss: None (since last: 1)
3.803E+02 ###   Best rss: None (since last: 1)
3.821E+02 ###   Best rss: None (since last: 1)
3.838E+02 ###   Best rss: None (since last: 1)
3.855E+02 ###   Best rss: None (since last: 1)
3.872E+02 ###   Best rss: None (since last: 1)
3.889E+02 ###   Best rss: None (since last: 1)
3.906E+02 ###   Best rss: None (since last: 1)
3.924E+02 ###   Best rss: None (since last: 1)
3.941E+02 ###   Best rss: None (since last: 1)
3.959E+02 ###   Best rss: None (since last: 1)
3.976E+02 ###   Best rss: None (since last: 1)
3.993E+02 ###   Best rss: None (since last: 1)
4.011E+02 ###   Best rss: None (since last: 1)
4.027E+02 ###   Best rss: None (since last: 1)
4.044E+02 ###   Best rss: None (since last: 1)
4.061E+02 ###   Best rss: None (since last: 1)
4.079E+02 ###   Best rss: None (since last: 1)
4.096E+02 ###   Best rss: None (since last: 1)
4.116E+02 ###   Best rss: None (since last: 1)
4.135E+02 ###   Best rss: None (since last: 1)
4.152E+02 ###   Best rss: None (since last: 1)
4.169E+02 ###   Best rss: None (since last: 1)
4.188E+02 ###   Best rss: None (since last: 1)
4.205E+02 ###   Best rss: None (since last: 1)
4.222E+02 ###   Best rss: None (since last: 1)
4.239E+02 ###   Best rss: None (since last: 1)
4.256E+02 ###   Best rss: None (since last: 1)
4.273E+02 ###   Best rss: None (since last: 1)
4.290E+02 ###   Best rss: None (since last: 1)
4.308E+02 ###   Best rss: None (since last: 1)
4.325E+02 ###   Best rss: None (since last: 1)
4.342E+02 ###   Best rss: None (since last: 1)
4.359E+02 ###   Best rss: None (since last: 1)
4.376E+02 ###   Best rss: None (since last: 1)
4.393E+02 ###   Best rss: None (since last: 1)
4.409E+02 ###   Best rss: None (since last: 1)
4.427E+02 ###   Best rss: None (since last: 1)
4.444E+02 ###   Best rss: None (since last: 1)
4.461E+02 ###   Best rss: None (since last: 1)
4.478E+02 ###   Best rss: None (since last: 1)
4.495E+02 ###   Best rss: None (since last: 1)
4.512E+02 ###   Best rss: None (since last: 1)
4.532E+02 ###   Best rss: None (since last: 1)
4.551E+02 ###   Best rss: None (since last: 1)
4.569E+02 ###   Best rss: None (since last: 1)
4.586E+02 ###   Best rss: None (since last: 1)
4.603E+02 ###   Best rss: None (since last: 1)
4.620E+02 ###   Best rss: None (since last: 1)
4.637E+02 ###   Best rss: None (since last: 1)
4.654E+02 ###   Best rss: None (since last: 1)
4.671E+02 ###   Best rss: None (since last: 1)
4.691E+02 ###   Best rss: None (since last: 1)
4.711E+02 ###   Best rss: None (since last: 1)
4.728E+02 ###   Best rss: None (since last: 1)
4.745E+02 ###   Best rss: None (since last: 1)
4.762E+02 ###   Best rss: None (since last: 1)
4.779E+02 ###   Best rss: None (since last: 1)
4.796E+02 ###   Best rss: None (since last: 1)
4.813E+02 ###   Best rss: None (since last: 1)
4.831E+02 ###   Best rss: None (since last: 1)
4.849E+02 ###   Best rss: None (since last: 1)
4.866E+02 ###   Best rss: None (since last: 1)
4.886E+02 ###   Best rss: None (since last: 1)
4.906E+02 ###   Best rss: None (since last: 1)
4.923E+02 ###   Best rss: None (since last: 1)
4.940E+02 ###   Best rss: None (since last: 1)
4.957E+02 ###   Best rss: None (since last: 1)
4.974E+02 ###   Best rss: None (since last: 1)
4.992E+02 ###   Best rss: None (since last: 1)
5.009E+02 ###   Best rss: None (since last: 1)
5.026E+02 ###   Best rss: None (since last: 1)
5.043E+02 ###   Best rss: None (since last: 1)
5.063E+02 ###   Best rss: None (since last: 1)
5.083E+02 ###   Best rss: None (since last: 1)
5.100E+02 ###   Best rss: None (since last: 1)
5.118E+02 ###   Best rss: None (since last: 1)
5.135E+02 ###   Best rss: None (since last: 1)
5.152E+02 ###   Best rss: None (since last: 1)
5.170E+02 ###   Best rss: None (since last: 1)
5.187E+02 ###   Best rss: None (since last: 1)
####TIME#############LOG#####################################################
5.205E+02 ###   Best rss: None (since last: 1)
5.222E+02 ###   Best rss: None (since last: 1)
5.239E+02 ###   Best rss: None (since last: 1)
5.258E+02 ###   Best rss: None (since last: 1)
5.278E+02 ###   Best rss: None (since last: 1)
5.295E+02 ###   Best rss: None (since last: 1)
5.313E+02 ###   Best rss: None (since last: 1)
5.333E+02 ###   Best rss: None (since last: 1)
5.352E+02 ###   Best rss: None (since last: 1)
5.369E+02 ###   Best rss: None (since last: 1)
5.386E+02 ###   Best rss: None (since last: 1)
5.404E+02 ###   Best rss: None (since last: 1)
5.421E+02 ###   Best rss: None (since last: 1)
5.438E+02 ###   Best rss: None (since last: 1)
5.455E+02 ###   Best rss: None (since last: 1)
5.472E+02 ###   Best rss: None (since last: 1)
5.489E+02 ###   Best rss: None (since last: 1)
5.506E+02 ###   Best rss: None (since last: 1)
5.523E+02 ###   Best rss: None (since last: 1)
5.543E+02 ###   Best rss: None (since last: 1)
5.560E+02 ###   Best rss: None (since last: 1)
5.580E+02 ###   Best rss: None (since last: 1)
5.597E+02 ###   Best rss: None (since last: 1)
5.617E+02 ###   Best rss: None (since last: 1)
5.634E+02 ###   Best rss: None (since last: 1)
5.652E+02 ###   Best rss: None (since last: 1)
5.669E+02 ###   Best rss: None (since last: 1)
5.686E+02 ###   Best rss: None (since last: 1)
5.703E+02 ###   Best rss: None (since last: 1)
5.720E+02 ###   Best rss: None (since last: 1)
5.738E+02 ###   Best rss: None (since last: 1)
5.755E+02 ###   Best rss: None (since last: 1)
5.772E+02 ###   Best rss: None (since last: 1)
5.789E+02 ###   Best rss: None (since last: 1)
5.806E+02 ###   Best rss: None (since last: 1)
5.823E+02 ###   Best rss: None (since last: 1)
5.840E+02 ###   Best rss: None (since last: 1)
5.857E+02 ###   Best rss: None (since last: 1)
5.875E+02 ###   Best rss: None (since last: 1)
5.891E+02 ###   Best rss: None (since last: 1)
5.908E+02 ###   Best rss: None (since last: 1)
5.925E+02 ###   Best rss: None (since last: 1)
5.942E+02 ###   Best rss: None (since last: 1)
5.959E+02 ###   Best rss: None (since last: 1)
5.977E+02 ###   Best rss: None (since last: 1)
5.994E+02 ###   Best rss: None (since last: 1)
6.011E+02 ###   Best rss: None (since last: 1)
6.027E+02 ###   Best rss: None (since last: 1)
6.044E+02 ###   Best rss: None (since last: 1)
6.062E+02 ###   Best rss: None (since last: 1)
6.079E+02 ###   Best rss: None (since last: 1)
6.096E+02 ###   Best rss: None (since last: 1)
6.113E+02 ###   Best rss: None (since last: 1)
6.131E+02 ###   Best rss: None (since last: 1)
6.148E+02 ###   Best rss: None (since last: 1)
6.166E+02 ###   Best rss: None (since last: 1)
6.183E+02 ###   Best rss: None (since last: 1)
6.200E+02 ###   Best rss: None (since last: 1)
6.217E+02 ###   Best rss: None (since last: 1)
6.234E+02 ###   Best rss: None (since last: 1)
6.251E+02 ###   Best rss: None (since last: 1)
6.268E+02 ###   Best rss: None (since last: 1)
6.285E+02 ###   Best rss: None (since last: 1)
6.302E+02 ###   Best rss: None (since last: 1)
6.319E+02 ###   Best rss: None (since last: 1)
6.336E+02 ###   Best rss: None (since last: 1)
6.353E+02 ###   Best rss: None (since last: 1)
6.370E+02 ###   Best rss: None (since last: 1)
6.387E+02 ###   Best rss: None (since last: 1)
6.404E+02 ###   Best rss: None (since last: 1)
6.421E+02 ###   Best rss: None (since last: 1)
6.438E+02 ###   Best rss: None (since last: 1)
6.455E+02 ###   Best rss: None (since last: 1)
6.472E+02 ###   Best rss: None (since last: 1)
6.489E+02 ###   Best rss: None (since last: 1)
6.506E+02 ###   Best rss: None (since last: 1)
6.523E+02 ###   Best rss: None (since last: 1)
6.540E+02 ###   Best rss: None (since last: 1)
6.557E+02 ###   Best rss: None (since last: 1)
6.574E+02 ###   Best rss: None (since last: 1)
6.592E+02 ###   Best rss: None (since last: 1)
6.609E+02 ###   Best rss: None (since last: 1)
6.626E+02 ###   Best rss: None (since last: 1)
6.644E+02 ###   Best rss: None (since last: 1)
