#############################################################################
6.118E-03 ###   Mon, 05 Jul 2021 16:21:15 +0000
#############################################################################

####TIME#############LOG#####################################################
1.360E-02 ###   Script: /cloud/Code/python/eampa/eampa.py
1.719E-02 ###   Loaded: input.in
#############################################
  Read Input
  Time: 1.896E-02
#############################################
2.090E-02 ###   e
2.293E-02 ###   a0: 5.0
2.294E-02 ###   b0: 1.0
2.294E-02 ###   bp: 100.0
2.294E-02 ###   config: 0.0001
2.295E-02 ###   e: 1.0
2.295E-02 ###   e0: 25.0
2.295E-02 ###   ec: 1.0
2.295E-02 ###   energy: 20.0
2.295E-02 ###   force: 1.0
2.295E-02 ###   g: 1.0
2.295E-02 ###   negec: 1000.0
2.295E-02 ###   stress: 1.0
2.295E-02 ###   v: 1.0
2.295E-02 ###   
2.495E-02 ###   max: 100.0
2.496E-02 ###   min: 0.1
2.496E-02 ###   scale_exponent: 4.0
2.496E-02 ###   scale_factor: 10.0
2.496E-02 ###   zero_density_factor: 100000000.0
2.496E-02 ###   
2.686E-02 ###   pot_dir: None
2.687E-02 ###   pot_name: None
2.687E-02 ###   results_dir: results
2.687E-02 ###   
2.859E-02 ###   bp_file: bp.dat
2.859E-02 ###   dir: bp
2.860E-02 ###   ec_size: 6
2.860E-02 ###   ec_strain: 0.05
2.860E-02 ###   eos_size: 6
2.860E-02 ###   eos_strain: 0.1
2.860E-02 ###   
3.029E-02 ###   
3.206E-02 ###   1: {'label_id': 1, 'label_text': 'AL', 'atom_count': 32, 'relaxed_energy': -1264.06398979, 'relaxed_energy_unit': 'Ry', 'coh_energy': -3.36, 'coh_energy_unit': 'eV', 'calc_relaxed_dft_ev': -537.454181036, 'calc_coh_ev': -3.36, 'calc_apaev': 534.094181036}
3.207E-02 ###   2: {'label_id': 2, 'label_text': 'FE', 'atom_count': 16, 'relaxed_energy': -5268.188, 'relaxed_energy_unit': 'Ry', 'coh_energy': -4.316, 'coh_energy_unit': 'eV', 'calc_relaxed_dft_ev': -4479.851795407, 'calc_coh_ev': -4.316, 'calc_apaev': 4475.5357954070005}
3.207E-02 ###   3: {'label_id': 3, 'label_text': 'PD', 'atom_count': 32, 'relaxed_energy': -16384.958, 'relaxed_energy_unit': 'Ry', 'coh_energy': -3.91, 'coh_energy_unit': 'eV', 'calc_relaxed_dft_ev': -6966.549363269, 'calc_coh_ev': -3.91, 'calc_apaev': 6962.639363269001}
3.207E-02 ###   
#############################################
  Setup Directories
  Time: 3.394E-02
#############################################
3.565E-02 ###   WD: wd/wd
#############################################
  Memory
  Time: 4.547E-02
#############################################
4.732E-02 ###   EFS 6000000000.0
3.302E+00 ###   std  configs/0175.dat
3.315E+00 ###   std  configs/0118.dat
3.327E+00 ###   std  configs/0091.dat
3.337E+00 ###   std  configs/0357.dat
3.348E+00 ###   std  configs/0386.dat
3.359E+00 ###   std  configs/0040.dat
3.369E+00 ###   std  configs/0164.dat
3.380E+00 ###   std  configs/0273.dat
3.390E+00 ###   std  configs/0163.dat
3.401E+00 ###   std  configs/0274.dat
3.413E+00 ###   std  configs/0208.dat
3.424E+00 ###   std  configs/0096.dat
3.434E+00 ###   std  configs/0350.dat
3.445E+00 ###   std  configs/0381.dat
3.455E+00 ###   std  configs/0047.dat
3.466E+00 ###   std  configs/0322.dat
3.476E+00 ###   std  configs/0035.dat
3.486E+00 ###   std  configs/0111.dat
3.497E+00 ###   std  configs/0206.dat
3.508E+00 ###   std  configs/0098.dat
3.519E+00 ###   std  configs/0049.dat
3.529E+00 ###   std  configs/0116.dat
3.540E+00 ###   std  configs/0201.dat
3.550E+00 ###   std  configs/0359.dat
3.560E+00 ###   std  configs/0388.dat
3.571E+00 ###   std  configs/0325.dat
3.581E+00 ###   std  configs/0032.dat
3.592E+00 ###   std  configs/0234.dat
3.602E+00 ###   std  configs/0123.dat
3.613E+00 ###   std  configs/0248.dat
3.625E+00 ###   std  configs/0299.dat
3.635E+00 ###   std  configs/0007.dat
3.646E+00 ###   std  configs/0310.dat
####TIME#############LOG#####################################################
3.658E+00 ###   std  configs/0189.dat
3.670E+00 ###   std  configs/0158.dat
3.680E+00 ###   std  configs/0000.dat
3.690E+00 ###   std  configs/0317.dat
3.700E+00 ###   std  configs/0233.dat
3.710E+00 ###   std  configs/0124.dat
3.720E+00 ###   std  configs/0241.dat
3.730E+00 ###   std  configs/0187.dat
3.741E+00 ###   std  configs/0156.dat
3.751E+00 ###   std  configs/0290.dat
3.761E+00 ###   std  configs/0319.dat
3.775E+00 ###   std  configs/0072.dat
3.789E+00 ###   std  configs/0365.dat
3.800E+00 ###   std  configs/0075.dat
3.811E+00 ###   std  configs/0362.dat
3.821E+00 ###   std  configs/0246.dat
3.834E+00 ###   std  configs/0180.dat
3.845E+00 ###   std  configs/0151.dat
3.855E+00 ###   std  configs/0297.dat
3.867E+00 ###   std  configs/0009.dat
3.879E+00 ###   std  configs/0396.dat
3.890E+00 ###   std  configs/0050.dat
3.900E+00 ###   std  configs/0081.dat
3.911E+00 ###   std  configs/0347.dat
3.922E+00 ###   std  configs/0108.dat
3.933E+00 ###   std  configs/0263.dat
3.944E+00 ###   std  configs/0174.dat
3.958E+00 ###   std  configs/0264.dat
3.968E+00 ###   std  configs/0173.dat
3.979E+00 ###   std  configs/0391.dat
3.990E+00 ###   std  configs/0057.dat
4.001E+00 ###   std  configs/0086.dat
4.012E+00 ###   std  configs/0340.dat
4.022E+00 ###   std  configs/0218.dat
4.033E+00 ###   std  configs/0025.dat
4.044E+00 ###   std  configs/0332.dat
4.054E+00 ###   std  configs/0059.dat
4.065E+00 ###   std  configs/0088.dat
4.075E+00 ###   std  configs/0216.dat
4.086E+00 ###   std  configs/0101.dat
4.097E+00 ###   std  configs/0398.dat
4.108E+00 ###   std  configs/0349.dat
4.119E+00 ###   std  configs/0211.dat
4.131E+00 ###   std  configs/0106.dat
4.143E+00 ###   std  configs/0022.dat
4.153E+00 ###   std  configs/0335.dat
4.163E+00 ###   std  configs/0133.dat
4.174E+00 ###   std  configs/0224.dat
4.184E+00 ###   std  configs/0300.dat
4.194E+00 ###   std  configs/0017.dat
4.205E+00 ###   std  configs/0289.dat
4.216E+00 ###   std  configs/0258.dat
4.226E+00 ###   std  configs/0307.dat
4.237E+00 ###   std  configs/0010.dat
4.248E+00 ###   std  configs/0148.dat
4.259E+00 ###   std  configs/0199.dat
4.269E+00 ###   std  configs/0134.dat
4.279E+00 ###   std  configs/0223.dat
4.290E+00 ###   std  configs/0309.dat
4.300E+00 ###   std  configs/0146.dat
4.311E+00 ###   std  configs/0280.dat
4.321E+00 ###   std  configs/0251.dat
4.332E+00 ###   std  configs/0197.dat
4.342E+00 ###   std  configs/0375.dat
4.352E+00 ###   std  configs/0062.dat
4.363E+00 ###   std  configs/0372.dat
4.374E+00 ###   std  configs/0065.dat
4.384E+00 ###   std  configs/0019.dat
4.395E+00 ###   std  configs/0141.dat
4.406E+00 ###   std  configs/0287.dat
4.417E+00 ###   std  configs/0256.dat
4.428E+00 ###   std  configs/0190.dat
4.439E+00 ###   std  configs/0074.dat
4.449E+00 ###   std  configs/0363.dat
4.460E+00 ###   std  configs/0247.dat
4.470E+00 ###   std  configs/0181.dat
4.481E+00 ###   std  configs/0150.dat
4.492E+00 ###   std  configs/0296.dat
4.503E+00 ###   std  configs/0008.dat
4.517E+00 ###   std  configs/0240.dat
4.527E+00 ###   std  configs/0186.dat
4.537E+00 ###   std  configs/0157.dat
4.547E+00 ###   std  configs/0291.dat
4.558E+00 ###   std  configs/0318.dat
4.568E+00 ###   std  configs/0073.dat
4.579E+00 ###   std  configs/0364.dat
4.590E+00 ###   std  configs/0188.dat
4.601E+00 ###   std  configs/0159.dat
4.613E+00 ###   std  configs/0001.dat
4.624E+00 ###   std  configs/0316.dat
4.634E+00 ###   std  configs/0232.dat
4.644E+00 ###   std  configs/0125.dat
4.654E+00 ###   std  configs/0235.dat
4.664E+00 ###   std  configs/0122.dat
4.675E+00 ###   std  configs/0249.dat
4.685E+00 ###   std  configs/0298.dat
4.695E+00 ###   std  configs/0006.dat
4.706E+00 ###   std  configs/0311.dat
4.717E+00 ###   std  configs/0117.dat
4.728E+00 ###   std  configs/0200.dat
####TIME#############LOG#####################################################
4.741E+00 ###   std  configs/0358.dat
4.752E+00 ###   std  configs/0389.dat
4.764E+00 ###   std  configs/0324.dat
4.774E+00 ###   std  configs/0033.dat
4.783E+00 ###   std  configs/0323.dat
4.794E+00 ###   std  configs/0034.dat
4.804E+00 ###   std  configs/0110.dat
4.815E+00 ###   std  configs/0207.dat
4.826E+00 ###   std  configs/0099.dat
4.837E+00 ###   std  configs/0048.dat
4.847E+00 ###   std  configs/0162.dat
4.857E+00 ###   std  configs/0275.dat
4.868E+00 ###   std  configs/0209.dat
4.879E+00 ###   std  configs/0097.dat
4.895E+00 ###   std  configs/0351.dat
4.911E+00 ###   std  configs/0380.dat
4.926E+00 ###   std  configs/0046.dat
4.941E+00 ###   std  configs/0119.dat
4.960E+00 ###   std  configs/0090.dat
4.975E+00 ###   std  configs/0356.dat
4.989E+00 ###   std  configs/0387.dat
5.002E+00 ###   std  configs/0041.dat
5.013E+00 ###   std  configs/0165.dat
5.023E+00 ###   std  configs/0272.dat
